-41.144341218,94.4010837746,82.4196076676,0.0371722388065
-41.3464562296,94.3671977611,82.2669636487,0.0765384163209
-41.4449301758,94.3266044742,82.1876312672,0.117897613291
-41.160184148,94.2948260677,82.3570765809,0.162573222005
-40.1171077427,94.3920363555,83.0720330278,0.204081708821
-40.2097689284,94.3395539738,82.9825398634,0.245370304135
-40.7139682721,94.3995161286,82.671541414,0.289793986232
-40.8968600304,94.3780344084,82.52119282,0.331160647694
-40.640155437,94.4526366632,82.7811370606,0.37545650036
-41.1406767082,94.4430974058,82.4288648868,0.417079442726
-40.8408357983,94.4217830828,82.6420814077,0.461318067617
-40.4446737549,94.455853554,82.969529775,0.503066662271
-40.2220543073,94.5212599971,83.1160986029,0.544362100035
-40.4516429106,94.5862214285,83.0207635234,0.588771164168
-40.9554162732,94.6083509497,82.7107510139,0.630376378365
-41.4208480858,94.5883380076,82.3705936719,0.6747142188
-41.4598822367,94.5784162232,82.3446953035,0.71603111698
-42.9384382903,94.481168693,81.313388586,0.760911688213
-44.2749534748,94.4817426435,80.3357061854,0.802282703963
-44.1403861163,94.528284321,80.4778928835,0.846359909207
-44.4473786823,94.568041365,80.2067734592,0.887902919301
-44.328144058,94.6740223025,80.3713645484,0.929204266455
-44.1536714599,94.6554740425,80.4792761605,0.973724675932
-44.3683639365,94.6916595719,80.3515543525,1.0151050223
-44.0589712702,94.8174008784,80.6792440488,1.05949822438
-43.5477003305,94.8560862222,81.0901616834,1.10104652183
-43.3987198756,94.9689489782,81.2425342213,1.14527301692
-43.0513853591,95.0036357166,81.4778392842,1.18679518864
-42.367558079,94.9899636801,81.9449225161,1.22824395952
-42.3921271831,94.9540274544,81.9449332951,1.27249782441
-43.1492579616,94.7558523222,81.2955596501,1.3143758036
-43.2727961334,94.6815394396,81.1410234112,1.35839453699
-43.1286594597,94.664174153,81.1633579711,1.3997528009
-43.061611528,94.699787015,81.260360412,1.44410712542
-42.8235194791,94.680775202,81.4515119987,1.48576987841
-41.9431897923,94.820554572,82.1214188675,1.5274052616
-42.1858275706,94.8896224282,81.9900467012,1.5715894579
-42.8558041046,95.0375173136,81.5504079207,1.61311473982
-42.8417928697,95.2008483797,81.4329738949,1.6574880366
-42.5570648649,95.3717592421,81.6144702233,1.69921237165
-42.5581327967,95.4861825058,81.6089978723,1.7431228699
-43.057303309,95.6053070801,81.2163465298,1.78492775927
-42.937718748,95.5713186365,81.2627110126,1.82610936352
